id,original_sequence,summary_sequence
1235,"[178, 72, 113, 140, 563, 548, 30, 6, 1002, 50, 4, 233, 45, 32, 1603, 965, 355, 122, 508, 431, 1401, 2094, 1000, 1410, 6, 339, 3868, 4, 194, 239, 1314, 2, 947, 72, 54, 3998, 178, 378, 3078, 30, 62, 6, 105, 1500, 4, 1962, 213, 391, 58, 2, 287, 234, 77, 450, 541, 6, 1973, 23, 4, 206, 1154, 2, 137, 215, 390, 1688, 113, 137, 1108, 6, 781, 23, 4, 2136, 26, 188, 17, 70, 2497, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[178, 72, 113, 140, 563, 548, 30, 6, 1002, 50, 4, 233, 45, 32, 1603, 965, 355, 122, 508, 431, 1401, 2094, 1000, 1410, 6, 339, 3868, 4, 194, 239, 1314, 2, 947, 72, 54, 3998, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1236,"[601, 269, 332, 461, 24, 6, 173, 361, 4, 399, 19, 75, 407, 2, 441, 1326, 10, 193, 160, 1375, 151, 137, 26, 1062, 15, 792, 819, 1508, 6, 509, 237, 10, 2229, 16, 601, 2348, 269, 1974, 75, 802, 6, 1832, 283, 4, 1427, 3, 819, 90, 152, 611, 316, 3937, 3308, 151, 284, 278, 638, 6, 2141, 160, 4, 482, 3869, 389, 2560, 462, 1842, 633, 40, 3870, 269, 32, 616, 124, 132, 2, 104, 716, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[601, 269, 332, 461, 24, 6, 173, 361, 4, 399, 19, 75, 407, 2, 441, 1326, 10, 193, 160, 1375, 151, 137, 26, 1062, 15, 792, 819, 1508, 6, 509, 237, 10, 2229, 16, 601, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1237,"[1695, 33, 438, 46, 1116, 6, 176, 634, 4, 323, 143, 2, 26, 219, 10, 1224, 18, 207, 33, 137, 398, 6, 120, 77, 4, 1961, 144, 624, 190, 19, 213, 234, 3111, 103, 320, 2423, 1975, 6, 397, 155, 4, 321, 1030, 169, 2, 142, 30, 491, 2062, 1, 1244, 2048, 6, 3403, 374, 4, 1566, 847, 32, 1, 191, 737, 673, 1223, 1, 1, 6, 1651, 634, 4, 2301, 26, 2056, 322, 1913, 398, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1695, 33, 438, 46, 1116, 6, 176, 634, 4, 323, 143, 2, 26, 219, 10, 1224, 18, 207, 33, 137, 398, 6, 120, 77, 4, 1961, 144, 624, 190, 19, 213, 234, 3111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1238,"[195, 660, 3079, 37, 446, 6, 1144, 24, 4, 1020, 892, 959, 2, 183, 926, 1564, 612, 660, 301, 19, 364, 517, 6, 893, 24, 4, 1003, 195, 243, 2, 288, 1, 660, 1, 2655, 6, 393, 891, 4, 1, 564, 590, 2, 165, 796, 660, 2937, 1431, 6, 2256, 4, 1094, 725, 2030, 508, 193, 660, 94, 491, 6, 75, 160, 4, 2161, 3999, 2, 212, 1482, 37, 171, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[195, 660, 3079, 37, 446, 6, 1144, 24, 4, 1020, 892, 959, 2, 183, 926, 1564, 612, 660, 301, 19, 364, 517, 6, 893, 24, 4, 1003, 195, 243, 2, 288, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1239,"[558, 1650, 140, 1592, 1024, 6, 1626, 1538, 4, 194, 330, 25, 2, 294, 297, 27, 449, 30, 339, 804, 23, 137, 2725, 6, 1143, 413, 4, 2715, 652, 25, 130, 3922, 3998, 525, 3256, 155, 3872, 3532, 6, 3333, 74, 4, 3018, 330, 58, 2, 297, 3873, 3185, 3316, 339, 1883, 6, 234, 2007, 23, 4, 114, 1596, 2, 1418, 1922, 74, 336, 61, 378, 2052, 558, 1, 6, 978, 1308, 4, 3016, 45, 5, 449, 30, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[558, 1650, 140, 1592, 1024, 6, 1626, 1538, 4, 194, 330, 25, 2, 294, 297, 27, 449, 30, 339, 804, 23, 137, 2725, 6, 1143, 413, 4, 2715, 652, 25, 130, 3922, 3998, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1240,"[112, 134, 85, 1234, 150, 692, 7, 432, 856, 87, 6, 653, 25, 4, 1467, 737, 81, 223, 708, 1529, 346, 566, 1749, 752, 6, 66, 85, 4, 3057, 1283, 191, 2, 56, 79, 603, 134, 776, 112, 1, 6, 2506, 515, 4, 797, 3874, 32, 308, 929, 214, 1654, 25, 1, 3831, 6, 4151, 74, 4, 265, 989, 2318, 2, 392, 1, 1, 56, 68, 500, 1779, 58, 6, 733, 18, 4, 142, 1641, 1126, 2, 517, 1043, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[112, 134, 85, 1234, 150, 692, 7, 432, 856, 87, 6, 653, 25, 4, 1467, 737, 81, 223, 708, 1529, 346, 566, 1749, 752, 6, 66, 85, 4, 3057, 1283, 191, 2, 56, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1241,"[125, 340, 402, 1769, 36, 154, 55, 86, 6, 143, 1849, 4, 3080, 21, 158, 2, 119, 901, 21, 559, 640, 63, 2230, 96, 6, 369, 4, 212, 116, 187, 2324, 2, 260, 54, 4153, 380, 574, 393, 243, 6, 1722, 1718, 4, 84, 873, 21, 1494, 16, 681, 764, 2222, 1105, 1020, 1164, 169, 6, 1, 492, 4, 3799, 866, 48, 150, 2, 125, 1, 1, 25, 1336, 275, 44, 608, 46, 6, 1858, 60, 4, 63, 116, 334, 5, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[125, 340, 402, 1769, 36, 154, 55, 86, 6, 143, 1849, 4, 3080, 21, 158, 2, 119, 901, 21, 559, 640, 63, 2230, 96, 6, 369, 4, 212, 116, 187, 2324, 2, 260, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1242,"[424, 38, 709, 1847, 835, 17, 606, 1034, 6, 143, 165, 4, 482, 518, 57, 464, 81, 599, 449, 185, 590, 674, 1474, 95, 6, 636, 87, 4, 235, 172, 32, 615, 619, 580, 1513, 57, 24, 2542, 3795, 79, 6, 3081, 845, 4, 797, 38, 1008, 27, 2713, 58, 38, 166, 165, 206, 2215, 6, 1532, 342, 4, 404, 428, 2, 1641, 57, 347, 803, 2354, 1, 796, 138, 6, 1157, 221, 4, 470, 230, 2, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[424, 38, 709, 1847, 835, 17, 606, 1034, 6, 143, 165, 4, 482, 518, 57, 464, 81, 599, 449, 185, 590, 674, 1474, 95, 6, 636, 87, 4, 235, 172, 32, 615, 619, 580, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1243,"[294, 386, 551, 240, 6, 70, 263, 4, 1550, 117, 652, 2064, 7, 341, 846, 960, 2, 215, 70, 263, 2231, 1783, 695, 6, 466, 682, 4, 1320, 215, 2, 2055, 10, 78, 171, 111, 498, 170, 856, 281, 6, 2057, 25, 4, 63, 405, 7, 3444, 2, 1649, 7, 162, 2345, 25, 55, 116, 192, 6, 839, 1498, 4, 604, 71, 319, 27, 294, 297, 3297, 3298, 2052, 294, 131, 6, 1560, 23, 4, 170, 2726, 1, 280, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[294, 386, 551, 240, 6, 70, 263, 4, 1550, 117, 652, 2064, 7, 341, 846, 960, 2, 215, 70, 263, 2231, 1783, 695, 6, 466, 682, 4, 1320, 215, 2, 2055, 10, 78, 171, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1244,"[161, 156, 422, 324, 11, 337, 6, 938, 1458, 4, 1900, 309, 2, 2008, 10, 31, 18, 3082, 156, 404, 929, 6, 530, 487, 4, 325, 322, 1692, 1487, 2, 984, 1154, 1064, 156, 1402, 4160, 158, 6, 3274, 324, 4, 325, 1025, 17, 2293, 2, 1, 984, 207, 156, 206, 4067, 6, 552, 60, 4, 321, 1, 2742, 27, 196, 110, 971, 1, 214, 27, 1, 6, 904, 4, 595, 73, 230, 508, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[161, 156, 422, 324, 11, 337, 6, 938, 1458, 4, 1900, 309, 2, 2008, 10, 31, 18, 3082, 156, 404, 929, 6, 530, 487, 4, 325, 322, 1692, 1487, 2, 984, 1154, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1245,"[52, 109, 284, 938, 584, 6, 1952, 4, 438, 70, 18, 2, 26, 167, 17, 1953, 478, 68, 422, 687, 19, 999, 6, 172, 214, 4, 270, 52, 847, 17, 26, 275, 228, 33, 1894, 1274, 6, 357, 155, 4, 142, 605, 2, 496, 505, 144, 1, 768, 394, 6, 1, 1269, 4, 118, 240, 2, 406, 106, 110, 904, 323, 3786, 690, 6, 2336, 4, 63, 874, 27, 700, 866, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[52, 109, 284, 938, 584, 6, 1952, 4, 438, 70, 18, 2, 26, 167, 17, 1953, 478, 68, 422, 687, 19, 999, 6, 172, 214, 4, 270, 52, 847, 17, 26, 275, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1246,"[931, 315, 811, 625, 256, 84, 6, 397, 165, 4, 724, 513, 2, 714, 1021, 5, 513, 538, 1417, 564, 246, 286, 6, 2557, 1963, 4, 702, 350, 3083, 986, 168, 447, 2465, 1438, 1565, 3322, 6, 2312, 1, 4, 2475, 663, 359, 890, 2044, 2883, 895, 633, 135, 6, 217, 571, 649, 4, 476, 833, 2, 4284, 598, 165, 3789, 930, 1213, 6, 1911, 2353, 4, 2781, 1819, 569, 580, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[931, 315, 811, 625, 256, 84, 6, 397, 165, 4, 724, 513, 2, 714, 1021, 5, 513, 538, 1417, 564, 246, 286, 6, 2557, 1963, 4, 702, 350, 3083, 986, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1247,"[147, 101, 10, 295, 395, 66, 359, 6, 105, 2533, 4, 1271, 49, 32, 1728, 346, 950, 163, 488, 1894, 962, 18, 6, 1599, 436, 4, 1389, 2178, 17, 174, 295, 3113, 542, 29, 366, 264, 2, 268, 6, 1492, 94, 4, 4192, 1826, 45, 329, 781, 488, 551, 4158, 62, 6, 962, 2014, 4, 1119, 139, 1866, 266, 508, 163, 197, 29, 4117, 163, 488, 16, 1206, 542, 6, 197, 1, 4, 366, 1032, 3245, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[147, 101, 10, 295, 395, 66, 359, 6, 105, 2533, 4, 1271, 49, 32, 1728, 346, 950, 163, 488, 1894, 962, 18, 6, 1599, 436, 4, 1389, 2178, 17, 174, 295, 3113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1248,"[1118, 370, 1394, 1427, 183, 1834, 6, 120, 23, 4, 2219, 531, 1031, 2, 682, 52, 2065, 137, 390, 6, 82, 83, 4, 233, 227, 474, 348, 391, 569, 228, 77, 450, 1856, 6, 1023, 23, 4, 250, 227, 1527, 2, 587, 181, 227, 610, 3327, 1, 6, 1460, 181, 4, 2232, 138, 508, 27, 191, 327, 136, 4193, 370, 44, 400, 6, 183, 61, 4, 1, 181, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1118, 370, 1394, 1427, 183, 1834, 6, 120, 23, 4, 2219, 531, 1031, 2, 682, 52, 2065, 137, 390, 6, 82, 83, 4, 233, 227, 474, 348, 391, 569, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1249,"[877, 25, 432, 1622, 1330, 44, 244, 6, 1774, 352, 497, 4, 55, 71, 84, 1, 267, 879, 1081, 382, 1079, 6, 468, 335, 54, 4, 341, 352, 371, 17, 111, 3110, 3836, 623, 3877, 1852, 59, 6, 710, 4194, 4, 458, 445, 1382, 201, 571, 330, 1115, 502, 828, 6, 3271, 2046, 4, 142, 1193, 61, 330, 133, 68, 1471, 671, 6, 267, 825, 830, 4, 265, 924, 2020, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[877, 25, 432, 1622, 1330, 44, 244, 6, 1774, 352, 497, 4, 55, 71, 84, 1, 267, 879, 1081, 382, 1079, 6, 468, 335, 54, 4, 341, 352, 371, 17, 111, 3110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1250,"[38, 182, 646, 123, 54, 6, 147, 94, 4, 233, 109, 181, 2, 289, 24, 631, 228, 182, 450, 606, 1160, 605, 6, 1612, 1452, 4, 2327, 347, 1152, 2, 835, 1578, 424, 182, 164, 1295, 38, 1520, 6, 354, 1410, 4, 644, 835, 136, 2, 328, 181, 82, 79, 212, 412, 1241, 6, 827, 60, 4, 253, 1212, 871, 508, 52, 182, 1392, 2031, 6, 478, 827, 4, 63, 176, 3059, 2, 181, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[38, 182, 646, 123, 54, 6, 147, 94, 4, 233, 109, 181, 2, 289, 24, 631, 228, 182, 450, 606, 1160, 605, 6, 1612, 1452, 4, 2327, 347, 1152, 2, 835, 1578, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1251,"[217, 665, 1254, 222, 575, 2025, 10, 208, 6, 183, 416, 4, 484, 1040, 1182, 1092, 285, 24, 476, 176, 18, 6, 3085, 1853, 4, 810, 427, 285, 920, 580, 134, 1, 1173, 3086, 247, 6, 1796, 196, 4, 1319, 397, 1395, 2, 1023, 1076, 201, 1176, 1082, 1262, 6, 3879, 18, 4, 826, 68, 27, 252, 917, 508, 698, 165, 1053, 377, 1494, 6, 1691, 543, 4, 810, 293, 171, 3937, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[217, 665, 1254, 222, 575, 2025, 10, 208, 6, 183, 416, 4, 484, 1040, 1182, 1092, 285, 24, 476, 176, 18, 6, 3085, 1853, 4, 810, 427, 285, 920, 580, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
